payment_id,customer_id,amount_inr,currency,payment_method,payment_status,failure_reason,previous_successes,previous_failures,retry_count,customer_ltv_inr,subscription_status,recovered,outcome
pay_002458,cust_96890,8286.22,INR,card,failed,bank_declined,3,2,1,61122.65,none,0,failed_unrecovered
pay_002459,cust_33979,3174.22,INR,card,failed,bank_declined,3,1,0,13380.81,pending,1,failed_recovered
pay_002460,cust_18794,4450.18,INR,upi,failed,card_expired,6,1,2,33809.79,none,0,failed_unrecovered
pay_002461,cust_74832,1669.49,INR,wallet,failed,insufficient_balance,3,1,0,9247.96,pending,0,failed_unrecovered
pay_002462,cust_93298,1552.96,INR,netbanking,failed,network_timeout,7,3,1,13601.79,none,0,failed_unrecovered
pay_002463,cust_57283,2799.33,INR,card,failed,unknown,3,2,3,14390.59,none,0,failed_unrecovered
pay_002464,cust_91245,345.27,INR,card,failed,authentication_failure,6,1,1,3397.63,active,0,failed_unrecovered
pay_002465,cust_62859,660.08,INR,card,failed,card_expired,2,4,4,3461.15,none,0,failed_unrecovered
pay_002466,cust_71923,877.91,INR,upi,failed,insufficient_balance,5,0,0,6668.49,active,0,failed_unrecovered
pay_002467,cust_36319,1195.63,INR,upi,failed,insufficient_balance,5,1,1,10263.36,halted,1,failed_recovered
pay_002468,cust_70804,815.51,INR,upi,failed,insufficient_balance,4,2,0,4078.2,none,0,failed_unrecovered
pay_002469,cust_48339,2428.6,INR,card,failed,bank_declined,8,1,1,30396.25,active,1,failed_recovered
pay_002470,cust_75583,1936.9,INR,card,failed,bank_declined,7,0,0,18550.56,pending,1,failed_recovered
pay_002471,cust_31069,6305.14,INR,upi,failed,network_timeout,4,0,0,43859.55,pending,0,failed_unrecovered
pay_002472,cust_23444,16679.32,INR,wallet,failed,network_timeout,4,2,2,91213.44,halted,0,failed_unrecovered
pay_002473,cust_91139,577.65,INR,netbanking,failed,card_expired,3,2,4,4060.36,none,0,failed_unrecovered
pay_002474,cust_30397,2055.18,INR,card,failed,card_expired,4,2,0,18455.71,pending,0,failed_unrecovered
pay_002475,cust_87322,2051.89,INR,card,failed,network_timeout,3,2,2,14497.26,none,0,failed_unrecovered
pay_002476,cust_79234,1777.15,INR,netbanking,failed,card_expired,2,3,3,6323.39,active,0,failed_unrecovered
pay_002477,cust_36901,678.04,INR,upi,failed,insufficient_balance,5,0,2,6590.5,active,0,failed_unrecovered
pay_002478,cust_11448,788.45,INR,card,failed,card_expired,8,1,0,8939.37,pending,1,failed_recovered
pay_002479,cust_73933,2234.8,INR,upi,failed,card_expired,7,1,0,25620.17,pending,0,failed_unrecovered
pay_002480,cust_96693,768.72,INR,card,failed,insufficient_balance,7,0,0,7447.72,active,1,failed_recovered
pay_002481,cust_20490,2077.43,INR,upi,failed,authentication_failure,4,0,1,12701.44,halted,0,failed_unrecovered
pay_002482,cust_95839,1442.58,INR,netbanking,failed,authentication_failure,3,2,2,5893.52,pending,1,failed_recovered
pay_002483,cust_10539,2044.76,INR,wallet,failed,insufficient_balance,4,1,0,17982.31,halted,0,failed_unrecovered
pay_002484,cust_55038,763.24,INR,upi,failed,insufficient_balance,5,1,1,5048.94,active,0,failed_unrecovered
pay_002485,cust_59544,2074.06,INR,card,failed,network_timeout,2,1,0,12710.13,pending,1,failed_recovered
pay_002486,cust_79881,814.59,INR,wallet,failed,insufficient_balance,7,1,2,7423.68,pending,0,failed_unrecovered
pay_002487,cust_38229,2080.09,INR,card,failed,card_expired,2,2,2,10989.07,none,0,failed_unrecovered
pay_002488,cust_65961,6008.91,INR,netbanking,failed,insufficient_balance,6,0,2,61907.52,halted,0,failed_unrecovered
pay_002489,cust_78111,2276.58,INR,card,failed,insufficient_balance,9,0,2,25952.77,halted,1,failed_recovered
pay_002490,cust_26762,2404.81,INR,upi,failed,authentication_failure,6,1,0,20990.19,none,0,failed_unrecovered
pay_002491,cust_53591,3755.69,INR,upi,failed,authentication_failure,9,0,1,39716.95,pending,0,failed_unrecovered
pay_002492,cust_23910,508.94,INR,upi,failed,insufficient_balance,2,0,2,2383.17,active,0,failed_unrecovered
pay_002493,cust_60026,8455.49,INR,card,failed,card_expired,4,1,3,70200.99,none,1,failed_recovered
pay_002494,cust_61503,696.11,INR,upi,failed,insufficient_balance,4,2,2,5930.91,halted,0,failed_unrecovered
pay_002495,cust_44846,3972.84,INR,card,failed,insufficient_balance,5,0,3,33906.66,pending,0,failed_unrecovered
pay_002496,cust_43410,3525.44,INR,card,failed,unknown,4,1,0,24223.59,halted,1,failed_recovered
pay_002497,cust_59423,799.18,INR,card,failed,network_timeout,6,3,2,6255.09,none,0,failed_unrecovered
pay_002498,cust_58506,4462.83,INR,netbanking,failed,bank_declined,5,4,0,34901.62,none,0,failed_unrecovered
pay_002499,cust_75559,2817.41,INR,wallet,failed,network_timeout,3,1,2,20360.23,none,0,failed_unrecovered
pay_002500,cust_25476,9862.77,INR,upi,failed,authentication_failure,6,0,0,81254.15,active,1,failed_recovered
pay_002501,cust_52062,2142.19,INR,netbanking,failed,authentication_failure,5,2,0,19720.25,pending,0,failed_unrecovered
pay_002502,cust_89191,1632.48,INR,card,failed,insufficient_balance,5,1,1,9818.0,active,0,failed_unrecovered
pay_002503,cust_28283,1132.58,INR,card,failed,insufficient_balance,5,0,0,8372.53,active,0,failed_unrecovered
pay_002504,cust_30222,374.85,INR,wallet,failed,network_timeout,3,0,2,2984.09,none,1,failed_recovered
pay_002505,cust_31345,1351.73,INR,upi,failed,card_expired,8,1,0,17091.28,active,0,failed_unrecovered
pay_002506,cust_45905,1404.21,INR,upi,failed,unknown,8,4,2,16271.71,pending,0,failed_unrecovered
pay_002507,cust_66836,2278.78,INR,netbanking,failed,network_timeout,4,1,1,15881.36,pending,1,failed_recovered
pay_002508,cust_70267,500.07,INR,card,failed,unknown,2,3,0,2917.46,halted,0,failed_unrecovered
pay_002509,cust_95983,1451.61,INR,netbanking,failed,insufficient_balance,6,0,0,15856.56,active,1,failed_recovered
pay_002510,cust_15162,3023.49,INR,netbanking,failed,authentication_failure,7,2,1,24553.79,active,0,failed_unrecovered
pay_002511,cust_40400,3306.02,INR,upi,failed,card_expired,9,4,1,36706.3,pending,0,failed_unrecovered
pay_002512,cust_89827,337.55,INR,netbanking,failed,unknown,7,1,1,4044.12,active,1,failed_recovered
pay_002513,cust_19732,3399.24,INR,card,failed,insufficient_balance,5,0,3,28612.61,none,0,failed_unrecovered
pay_002514,cust_42008,1441.77,INR,card,failed,bank_declined,7,2,1,15749.35,none,1,failed_recovered
pay_002515,cust_40186,1523.91,INR,card,failed,authentication_failure,4,2,0,12214.71,pending,0,failed_unrecovered
pay_002516,cust_98029,214.32,INR,wallet,failed,bank_declined,8,1,0,2267.69,none,0,failed_unrecovered
pay_002517,cust_50800,6903.31,INR,upi,failed,bank_declined,6,2,0,74306.99,active,0,failed_unrecovered
pay_002518,cust_88478,2110.46,INR,card,failed,unknown,2,1,2,7719.9,halted,1,failed_recovered
pay_002519,cust_37577,453.61,INR,card,failed,bank_declined,5,1,0,4193.65,active,0,failed_unrecovered
pay_002520,cust_31485,2523.05,INR,card,failed,bank_declined,4,0,0,18181.24,halted,1,failed_recovered
pay_002521,cust_45888,2454.24,INR,card,failed,insufficient_balance,4,0,0,15094.52,pending,0,failed_unrecovered
pay_002522,cust_45246,5409.07,INR,upi,failed,authentication_failure,5,1,1,42820.77,active,0,failed_unrecovered
pay_002523,cust_39250,1362.15,INR,upi,failed,network_timeout,6,2,0,12439.68,active,1,failed_recovered
pay_002524,cust_70504,1819.54,INR,upi,failed,card_expired,4,1,2,11744.5,pending,1,failed_recovered
pay_002525,cust_43025,1009.3,INR,netbanking,failed,insufficient_balance,6,2,1,8296.17,halted,0,failed_unrecovered
pay_002526,cust_59414,3083.11,INR,upi,failed,bank_declined,4,2,1,20886.51,active,0,failed_unrecovered
pay_002527,cust_68856,889.27,INR,upi,failed,insufficient_balance,4,3,3,7421.98,pending,0,failed_unrecovered
pay_002528,cust_76848,805.81,INR,wallet,failed,insufficient_balance,8,0,0,9548.73,halted,0,failed_unrecovered
pay_002529,cust_20496,1693.45,INR,upi,failed,bank_declined,4,0,0,9018.15,pending,1,failed_recovered
pay_002530,cust_26535,597.21,INR,wallet,failed,insufficient_balance,4,0,1,4817.0,halted,1,failed_recovered
pay_002531,cust_25931,7611.84,INR,card,failed,insufficient_balance,5,0,0,73931.41,active,0,failed_unrecovered
pay_002532,cust_65455,10199.38,INR,netbanking,failed,network_timeout,4,1,2,90092.15,pending,0,failed_unrecovered
pay_002533,cust_51206,1196.69,INR,upi,failed,insufficient_balance,4,0,1,7928.4,none,0,failed_unrecovered
pay_002534,cust_93518,516.77,INR,upi,failed,card_expired,5,0,0,4996.0,pending,0,failed_unrecovered
pay_002535,cust_62366,2436.88,INR,card,failed,insufficient_balance,3,1,0,11380.95,pending,1,failed_recovered
pay_002536,cust_87696,1166.37,INR,netbanking,failed,bank_declined,10,0,1,14694.09,halted,0,failed_unrecovered
pay_002537,cust_85086,5181.01,INR,card,failed,network_timeout,5,1,2,41588.31,active,0,failed_unrecovered
pay_002538,cust_97026,886.35,INR,upi,failed,network_timeout,7,2,2,7738.74,halted,0,failed_unrecovered
pay_002539,cust_55372,2938.35,INR,card,failed,card_expired,3,1,1,19844.77,none,0,failed_unrecovered
pay_002540,cust_75479,1994.48,INR,card,failed,insufficient_balance,4,2,2,13254.22,active,0,failed_unrecovered
pay_002541,cust_25979,979.37,INR,card,failed,insufficient_balance,2,1,0,3440.24,none,0,failed_unrecovered
pay_002542,cust_58846,2234.08,INR,card,failed,bank_declined,10,3,1,29283.84,active,0,failed_unrecovered
pay_002543,cust_22525,3968.81,INR,netbanking,failed,unknown,6,0,1,32334.17,pending,0,failed_unrecovered
pay_002544,cust_93718,1946.34,INR,card,failed,insufficient_balance,6,2,4,20950.64,none,0,failed_unrecovered
pay_002545,cust_52416,1964.71,INR,upi,failed,card_expired,5,0,4,18276.89,none,0,failed_unrecovered
pay_002546,cust_58208,820.6,INR,card,failed,insufficient_balance,5,3,1,7608.61,none,0,failed_unrecovered
pay_002547,cust_20998,5040.83,INR,upi,failed,bank_declined,9,1,0,63367.39,none,0,failed_unrecovered
pay_002548,cust_46801,4608.39,INR,upi,failed,network_timeout,6,1,3,34044.0,pending,0,failed_unrecovered
pay_002549,cust_92822,1243.94,INR,upi,failed,network_timeout,2,0,0,5949.08,pending,0,failed_unrecovered
pay_002550,cust_74293,1609.51,INR,upi,failed,authentication_failure,2,0,1,9000.71,pending,0,failed_unrecovered
pay_002551,cust_66939,6427.5,INR,upi,failed,bank_declined,5,3,1,43669.65,active,1,failed_recovered
pay_002552,cust_75948,648.93,INR,upi,failed,insufficient_balance,6,1,0,5586.77,pending,0,failed_unrecovered
pay_002553,cust_23231,3100.76,INR,netbanking,failed,card_expired,7,2,0,30781.01,halted,0,failed_unrecovered
pay_002554,cust_44805,1088.75,INR,wallet,failed,network_timeout,5,0,1,10165.42,pending,0,failed_unrecovered
pay_002555,cust_67985,8917.87,INR,upi,failed,bank_declined,6,1,1,76000.68,none,0,failed_unrecovered
pay_002556,cust_16320,1905.77,INR,wallet,failed,bank_declined,10,2,2,23626.38,halted,0,failed_unrecovered
pay_002557,cust_38280,5596.42,INR,card,failed,network_timeout,6,2,1,55423.27,active,0,failed_unrecovered
pay_002558,cust_98425,907.19,INR,upi,failed,network_timeout,5,0,0,6678.73,pending,1,failed_recovered
pay_002559,cust_44784,585.15,INR,upi,failed,authentication_failure,4,0,0,3157.04,pending,0,failed_unrecovered
pay_002560,cust_99516,1457.84,INR,card,failed,bank_declined,3,0,1,10414.84,pending,1,failed_recovered
pay_002561,cust_73781,2280.06,INR,card,failed,authentication_failure,4,3,1,14769.46,none,0,failed_unrecovered
pay_002562,cust_17360,1136.7,INR,card,failed,insufficient_balance,1,1,1,6759.71,pending,1,failed_recovered
pay_002563,cust_92176,3561.79,INR,upi,failed,network_timeout,7,1,3,35714.84,none,0,failed_unrecovered
pay_002564,cust_16362,1490.08,INR,upi,failed,unknown,5,3,0,9323.12,halted,0,failed_unrecovered
pay_002565,cust_77410,276.51,INR,upi,failed,card_expired,6,3,2,2779.52,pending,0,failed_unrecovered
pay_002566,cust_91923,2960.38,INR,upi,failed,authentication_failure,2,1,0,13353.54,halted,0,failed_unrecovered
pay_002567,cust_61832,813.43,INR,upi,failed,network_timeout,3,1,2,3653.96,active,0,failed_unrecovered
pay_002568,cust_65544,1299.98,INR,upi,failed,insufficient_balance,4,0,0,9396.56,active,1,failed_recovered
pay_002569,cust_96150,7283.45,INR,netbanking,failed,bank_declined,4,2,0,43667.94,active,0,failed_unrecovered
pay_002570,cust_65659,8875.7,INR,wallet,failed,insufficient_balance,3,2,0,68849.8,pending,0,failed_unrecovered
pay_002571,cust_64246,1072.34,INR,upi,failed,unknown,4,0,2,8368.06,active,0,failed_unrecovered
pay_002572,cust_83479,3027.67,INR,netbanking,failed,authentication_failure,3,0,1,17134.72,none,0,failed_unrecovered
pay_002573,cust_70744,1094.98,INR,upi,failed,insufficient_balance,3,2,0,7752.7,pending,1,failed_recovered
pay_002574,cust_81257,1390.41,INR,card,failed,insufficient_balance,3,2,0,8142.75,pending,0,failed_unrecovered
pay_002575,cust_24440,1043.51,INR,upi,failed,bank_declined,7,0,0,12190.53,active,0,failed_unrecovered
pay_002576,cust_91380,381.32,INR,card,failed,card_expired,8,1,2,4517.87,active,0,failed_unrecovered
pay_002577,cust_96730,1960.77,INR,wallet,failed,insufficient_balance,7,0,2,23362.67,active,0,failed_unrecovered
pay_002578,cust_31049,2332.95,INR,card,failed,bank_declined,4,0,0,14830.14,halted,0,failed_unrecovered
pay_002579,cust_59213,984.01,INR,upi,failed,card_expired,4,1,0,8182.5,pending,1,failed_recovered
pay_002580,cust_66605,4791.29,INR,card,failed,insufficient_balance,6,0,1,38938.47,pending,1,failed_recovered
pay_002581,cust_66795,1215.69,INR,upi,failed,authentication_failure,7,1,2,11374.76,pending,0,failed_unrecovered
pay_002582,cust_28188,1014.4,INR,netbanking,failed,unknown,4,3,0,6054.32,halted,1,failed_recovered
pay_002583,cust_51358,2891.11,INR,card,failed,network_timeout,3,0,1,21249.22,active,0,failed_unrecovered
pay_002584,cust_82254,449.05,INR,card,failed,authentication_failure,6,1,2,4760.65,halted,0,failed_unrecovered
pay_002585,cust_77098,4070.63,INR,card,failed,insufficient_balance,1,0,0,11343.4,pending,0,failed_unrecovered
pay_002586,cust_83216,1253.37,INR,card,failed,card_expired,6,1,0,13110.97,pending,0,failed_unrecovered
pay_002587,cust_69815,4384.8,INR,upi,failed,insufficient_balance,10,1,0,65153.06,active,1,failed_recovered
pay_002588,cust_55835,5737.96,INR,card,failed,network_timeout,2,3,0,29408.97,pending,0,failed_unrecovered
pay_002589,cust_78422,3202.48,INR,upi,failed,unknown,7,2,1,28727.91,active,0,failed_unrecovered
pay_002590,cust_71446,866.76,INR,card,failed,network_timeout,9,3,1,11896.35,none,0,failed_unrecovered
pay_002591,cust_12900,583.94,INR,netbanking,failed,authentication_failure,8,0,3,7413.58,pending,0,failed_unrecovered
pay_002592,cust_32713,495.16,INR,netbanking,failed,network_timeout,4,2,0,2736.36,none,1,failed_recovered
pay_002593,cust_53866,4856.93,INR,card,failed,card_expired,6,1,0,52619.95,pending,1,failed_recovered
pay_002594,cust_65038,1594.35,INR,card,failed,bank_declined,5,7,1,11501.38,active,1,failed_recovered
pay_002595,cust_22541,1049.68,INR,upi,failed,insufficient_balance,4,0,3,7105.01,pending,0,failed_unrecovered
pay_002596,cust_67684,1598.26,INR,card,failed,insufficient_balance,6,2,0,14726.38,active,0,failed_unrecovered
pay_002597,cust_65673,4760.47,INR,upi,failed,network_timeout,6,1,0,39615.85,none,0,failed_unrecovered
pay_002598,cust_82685,3627.89,INR,card,failed,bank_declined,5,0,2,22705.02,none,0,failed_unrecovered
pay_002599,cust_63861,2670.97,INR,upi,failed,bank_declined,10,2,0,37043.57,halted,1,failed_recovered
pay_002600,cust_24625,3195.95,INR,upi,failed,bank_declined,4,0,1,25822.12,pending,1,failed_recovered
pay_002601,cust_41790,2116.88,INR,card,failed,card_expired,9,1,2,25666.24,pending,1,failed_recovered
pay_002602,cust_82770,2362.42,INR,upi,failed,bank_declined,5,2,0,18240.97,none,0,failed_unrecovered
pay_002603,cust_51154,2196.16,INR,card,failed,bank_declined,5,1,1,19565.11,active,0,failed_unrecovered
pay_002604,cust_45499,1799.9,INR,upi,failed,card_expired,7,0,2,21558.46,halted,0,failed_unrecovered
pay_002605,cust_80747,3546.01,INR,upi,failed,authentication_failure,6,1,1,38046.11,pending,1,failed_recovered
pay_002606,cust_52724,2491.64,INR,card,failed,bank_declined,5,1,0,20558.53,none,0,failed_unrecovered
pay_002607,cust_96119,814.76,INR,upi,failed,bank_declined,3,0,0,5922.9,none,1,failed_recovered
pay_002608,cust_98283,2897.28,INR,upi,failed,authentication_failure,9,0,4,31524.34,none,0,failed_unrecovered
pay_002609,cust_95305,2248.6,INR,card,failed,authentication_failure,6,3,2,19092.93,pending,0,failed_unrecovered
pay_002610,cust_46729,3120.7,INR,upi,failed,authentication_failure,1,1,0,18233.9,active,0,failed_unrecovered
pay_002611,cust_97499,1638.86,INR,netbanking,failed,card_expired,5,0,0,13475.18,pending,0,failed_unrecovered
pay_002612,cust_81845,3737.26,INR,upi,failed,insufficient_balance,3,1,0,23010.05,halted,0,failed_unrecovered
pay_002613,cust_76033,1703.22,INR,upi,failed,card_expired,5,0,2,11862.7,halted,0,failed_unrecovered
pay_002614,cust_48327,3453.12,INR,card,failed,card_expired,3,1,1,20620.28,active,0,failed_unrecovered
pay_002615,cust_92806,1193.59,INR,upi,failed,unknown,3,0,1,5576.01,pending,0,failed_unrecovered
pay_002616,cust_34387,1270.31,INR,upi,failed,network_timeout,3,1,1,8804.91,active,0,failed_unrecovered
pay_002617,cust_29245,3094.52,INR,upi,failed,insufficient_balance,3,2,2,23182.18,none,1,failed_recovered
pay_002618,cust_44993,1335.35,INR,upi,failed,insufficient_balance,4,2,4,10809.57,active,0,failed_unrecovered
pay_002619,cust_62985,13104.96,INR,netbanking,failed,insufficient_balance,1,0,1,32709.78,pending,0,failed_unrecovered
pay_002620,cust_13844,2996.93,INR,upi,failed,network_timeout,0,0,1,9730.78,active,0,failed_unrecovered
pay_002621,cust_28108,1840.83,INR,card,failed,network_timeout,2,2,0,8219.15,active,1,failed_recovered
pay_002622,cust_14995,3764.81,INR,netbanking,failed,authentication_failure,4,1,3,23716.17,none,0,failed_unrecovered
pay_002623,cust_78588,1167.86,INR,card,failed,unknown,6,3,0,11896.7,active,0,failed_unrecovered
pay_002624,cust_25664,4130.92,INR,netbanking,failed,insufficient_balance,4,1,1,28584.65,active,0,failed_unrecovered
pay_002625,cust_16575,4028.92,INR,upi,failed,card_expired,6,0,2,41868.04,active,0,failed_unrecovered
pay_002626,cust_78576,5562.05,INR,wallet,failed,insufficient_balance,2,3,0,25711.87,pending,1,failed_recovered
pay_002627,cust_26124,1210.53,INR,upi,failed,card_expired,3,1,0,7477.99,pending,0,failed_unrecovered
pay_002628,cust_30359,598.89,INR,card,failed,unknown,5,1,1,4360.6,active,0,failed_unrecovered
pay_002629,cust_98736,1039.4,INR,card,failed,bank_declined,4,2,0,6856.43,halted,1,failed_recovered
pay_002630,cust_66177,1396.99,INR,upi,failed,network_timeout,4,0,1,10813.52,active,0,failed_unrecovered
pay_002631,cust_29091,8071.0,INR,card,failed,bank_declined,7,0,0,73719.33,none,1,failed_recovered
pay_002632,cust_21992,12978.54,INR,card,failed,insufficient_balance,4,4,0,116678.5,none,0,failed_unrecovered
pay_002633,cust_31729,2454.65,INR,upi,failed,insufficient_balance,6,1,1,25193.89,none,0,failed_unrecovered
pay_002634,cust_75086,1815.28,INR,upi,failed,bank_declined,2,1,0,6320.74,none,1,failed_recovered
pay_002635,cust_45912,1313.73,INR,card,failed,network_timeout,9,1,0,14347.09,active,0,failed_unrecovered
pay_002636,cust_36923,3781.07,INR,card,failed,insufficient_balance,3,1,2,25295.58,pending,0,failed_unrecovered
pay_002637,cust_67615,12903.65,INR,wallet,failed,network_timeout,6,3,0,99330.9,halted,1,failed_recovered
pay_002638,cust_96985,8980.47,INR,card,failed,authentication_failure,6,2,0,63091.48,active,0,failed_unrecovered
pay_002639,cust_17835,5012.65,INR,wallet,failed,bank_declined,4,1,3,38073.18,active,1,failed_recovered
pay_002640,cust_23989,4946.89,INR,card,failed,network_timeout,6,2,0,39258.82,active,1,failed_recovered
pay_002641,cust_16833,3807.09,INR,upi,failed,card_expired,6,1,0,29325.14,pending,1,failed_recovered
pay_002642,cust_43610,1725.0,INR,upi,failed,network_timeout,7,2,1,18477.35,pending,1,failed_recovered
pay_002643,cust_10090,927.64,INR,card,failed,network_timeout,8,0,1,9863.36,active,1,failed_recovered
pay_002644,cust_31493,1766.6,INR,card,failed,unknown,2,1,2,11955.31,active,1,failed_recovered
pay_002645,cust_12077,2632.39,INR,upi,failed,card_expired,5,4,0,18600.42,halted,0,failed_unrecovered
pay_002646,cust_36931,486.52,INR,upi,failed,bank_declined,4,3,0,2911.82,active,0,failed_unrecovered
pay_002647,cust_20614,1568.52,INR,wallet,failed,insufficient_balance,5,3,1,12951.02,none,0,failed_unrecovered
pay_002648,cust_18950,855.94,INR,card,failed,insufficient_balance,7,0,1,8536.23,active,0,failed_unrecovered
pay_002649,cust_23128,4482.78,INR,card,failed,network_timeout,3,5,0,19649.16,pending,0,failed_unrecovered
pay_002650,cust_59901,1097.52,INR,card,failed,unknown,8,1,0,12542.38,pending,1,failed_recovered
pay_002651,cust_18523,2418.59,INR,upi,failed,card_expired,7,0,3,26509.52,active,0,failed_unrecovered
pay_002652,cust_35806,958.65,INR,upi,failed,insufficient_balance,3,0,2,4586.62,pending,0,failed_unrecovered
pay_002653,cust_34273,7581.54,INR,upi,failed,card_expired,2,0,0,30431.21,pending,1,failed_recovered
pay_002654,cust_30828,389.5,INR,upi,failed,bank_declined,9,1,1,3997.8,none,0,failed_unrecovered
pay_002655,cust_52649,2762.24,INR,card,failed,card_expired,6,2,2,21422.97,halted,0,failed_unrecovered
pay_002656,cust_29861,570.21,INR,upi,failed,insufficient_balance,2,3,1,2587.7,active,0,failed_unrecovered
pay_002657,cust_39416,1138.13,INR,netbanking,failed,network_timeout,6,0,3,11015.11,active,1,failed_recovered
pay_002658,cust_63786,2167.02,INR,netbanking,failed,insufficient_balance,7,2,2,21736.09,active,0,failed_unrecovered
pay_002659,cust_89674,2265.08,INR,upi,failed,bank_declined,5,3,0,15276.2,active,1,failed_recovered
pay_002660,cust_86001,2212.51,INR,card,failed,authentication_failure,8,3,0,20924.64,pending,0,failed_unrecovered
pay_002661,cust_39356,2063.41,INR,card,failed,card_expired,4,0,2,14403.8,none,1,failed_recovered
pay_002662,cust_37628,1010.18,INR,netbanking,failed,bank_declined,7,0,0,11943.56,pending,0,failed_unrecovered
pay_002663,cust_56090,1552.92,INR,upi,failed,network_timeout,2,4,1,6615.48,halted,1,failed_recovered
pay_002664,cust_74789,1851.98,INR,card,failed,network_timeout,5,4,2,12271.73,halted,0,failed_unrecovered
pay_002665,cust_88175,2146.01,INR,card,failed,bank_declined,2,0,0,13541.02,none,0,failed_unrecovered
pay_002666,cust_54259,1696.68,INR,upi,failed,card_expired,4,3,0,10428.09,active,0,failed_unrecovered
pay_002667,cust_60428,3470.91,INR,upi,failed,authentication_failure,11,3,0,43136.75,halted,1,failed_recovered
pay_002668,cust_85531,1957.83,INR,card,failed,network_timeout,4,0,2,17545.95,none,1,failed_recovered
pay_002669,cust_13388,2157.56,INR,card,failed,card_expired,6,1,0,16946.19,active,0,failed_unrecovered
pay_002670,cust_43672,1275.58,INR,upi,failed,insufficient_balance,7,3,0,11978.3,active,0,failed_unrecovered
pay_002671,cust_72410,698.09,INR,card,failed,insufficient_balance,5,2,0,4728.69,none,1,failed_recovered
pay_002672,cust_28468,2067.65,INR,upi,failed,insufficient_balance,4,1,2,18207.44,halted,0,failed_unrecovered
pay_002673,cust_50977,5336.06,INR,card,failed,bank_declined,7,0,1,57212.59,active,0,failed_unrecovered
pay_002674,cust_87369,2683.88,INR,upi,failed,insufficient_balance,6,0,0,26717.27,pending,0,failed_unrecovered
pay_002675,cust_58860,862.47,INR,netbanking,failed,card_expired,8,1,3,8115.26,pending,0,failed_unrecovered
pay_002676,cust_11010,3747.36,INR,upi,failed,network_timeout,5,1,0,32559.21,pending,0,failed_unrecovered
pay_002677,cust_47149,1331.33,INR,upi,failed,card_expired,4,1,0,9428.27,active,0,failed_unrecovered
pay_002678,cust_11549,3424.57,INR,upi,failed,network_timeout,4,1,2,23658.4,active,0,failed_unrecovered
pay_002679,cust_69361,1291.59,INR,upi,failed,network_timeout,6,1,1,11666.38,pending,0,failed_unrecovered
pay_002680,cust_50145,2473.82,INR,card,failed,insufficient_balance,6,2,0,23543.49,halted,0,failed_unrecovered
pay_002681,cust_93232,1128.78,INR,upi,failed,network_timeout,11,1,3,13921.31,none,0,failed_unrecovered
pay_002682,cust_90712,1154.93,INR,netbanking,failed,network_timeout,5,2,1,9643.36,active,0,failed_unrecovered
pay_002683,cust_91131,439.62,INR,upi,failed,card_expired,3,0,1,2613.01,none,0,failed_unrecovered
pay_002684,cust_93505,2853.81,INR,upi,failed,insufficient_balance,6,1,3,24192.19,active,0,failed_unrecovered
pay_002685,cust_32415,2511.65,INR,upi,failed,bank_declined,9,1,3,30660.43,pending,0,failed_unrecovered
pay_002686,cust_77718,2642.13,INR,upi,failed,unknown,2,2,0,11766.25,none,0,failed_unrecovered
pay_002687,cust_46990,2306.16,INR,upi,failed,network_timeout,4,1,0,12813.15,pending,1,failed_recovered
pay_002688,cust_55428,906.43,INR,upi,failed,insufficient_balance,2,1,0,2956.48,active,1,failed_recovered
pay_002689,cust_69714,4293.47,INR,card,failed,network_timeout,3,2,0,19279.67,active,0,failed_unrecovered
pay_002690,cust_97526,4398.61,INR,upi,failed,bank_declined,5,1,0,37926.86,pending,0,failed_unrecovered
pay_002691,cust_17682,885.48,INR,card,failed,bank_declined,2,0,1,5306.43,halted,0,failed_unrecovered
pay_002692,cust_42526,2905.77,INR,card,failed,network_timeout,6,3,0,28156.53,none,0,failed_unrecovered
pay_002693,cust_73796,3956.18,INR,upi,failed,bank_declined,5,3,1,23858.05,halted,0,failed_unrecovered
pay_002694,cust_46281,1179.04,INR,card,failed,authentication_failure,5,0,1,9575.02,none,0,failed_unrecovered
pay_002695,cust_25977,1378.99,INR,wallet,failed,network_timeout,2,0,1,4208.3,halted,0,failed_unrecovered
pay_002696,cust_50754,2910.98,INR,card,failed,bank_declined,5,0,2,18217.65,none,1,failed_recovered
pay_002697,cust_22566,462.31,INR,card,failed,insufficient_balance,5,2,3,2908.07,active,0,failed_unrecovered
pay_002698,cust_94160,675.79,INR,upi,failed,authentication_failure,7,4,1,5692.03,none,0,failed_unrecovered
pay_002699,cust_37672,738.59,INR,card,failed,unknown,5,1,2,4543.95,pending,0,failed_unrecovered
pay_002700,cust_22138,357.4,INR,card,failed,insufficient_balance,4,4,1,1877.92,none,0,failed_unrecovered
pay_002701,cust_74864,4779.01,INR,card,failed,bank_declined,3,1,3,32961.21,active,0,failed_unrecovered
pay_002702,cust_41413,300.73,INR,wallet,failed,card_expired,5,1,2,2395.18,halted,0,failed_unrecovered
pay_002703,cust_90320,2451.22,INR,upi,failed,network_timeout,5,1,1,24071.92,halted,0,failed_unrecovered
pay_002704,cust_43532,3737.07,INR,upi,failed,network_timeout,7,1,0,38275.36,none,1,failed_recovered
pay_002705,cust_63047,1382.03,INR,card,failed,insufficient_balance,4,1,0,12270.18,halted,1,failed_recovered
